Profile: <cProfile.Profile object at 0x000001D079380980>
         233895 function calls (224082 primitive calls) in 17.917 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      126    0.000    0.000    0.000    0.000 _connection.py:205(our_state)
      466    0.000    0.000    0.000    0.000 _policybase.py:201(header_max_count)
       27    0.000    0.000    0.000    0.000 _events.py:299(__init__)
       22    0.000    0.000    0.002    0.000 sync.py:171(get_extra_info)
       85    0.000    0.000    0.000    0.000 enum.py:1091(__new__)
        3    0.000    0.000    0.003    0.001 models.py:409(prepare_url)
        3    0.000    0.000    3.110    1.037 sessions.py:673(send)
       13    0.000    0.000    0.001    0.000 cookiejar.py:1734(clear_expired_cookies)
        3    0.000    0.000    0.000    0.000 _config.py:152(core_config)
        3    0.000    0.000    0.002    0.001 connectionpool.py:178(__init__)
       57    0.000    0.000    0.000    0.000 _trace.py:47(__enter__)
       27    0.000    0.000    0.000    0.000 _connection.py:352(receive_data)
        3    0.000    0.000    2.360    0.787 connection.py:440(getresponse)
       83    0.000    0.000    0.000    0.000 _policybase.py:281(_sanitize_header)
       13    0.000    0.000    0.001    0.000 decoder.py:332(decode)
        3    0.000    0.000    0.141    0.047 connection.py:27(create_connection)
       41    0.000    0.000    0.000    0.000 cookiejar.py:884(__init__)
       27    0.000    0.000    0.016    0.001 default.py:111(__iter__)
       21    0.000    0.000    0.001    0.000 sessions.py:61(merge_setting)
        4    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
       48    0.000    0.000    0.000    0.000 parse.py:659(unquote)
       16    0.000    0.000    0.000    0.000 copy.py:66(copy)
       13    0.000    0.000    0.002    0.000 __init__.py:299(loads)
        9    0.000    0.000    0.000    0.000 cookiejar.py:150(_str2time)
       20    0.000    0.000    0.001    0.000 _generate_schema.py:2235(get_schema_or_ref)
      103    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
      4/2    0.000    0.000    0.013    0.006 _generate_schema.py:467(generate_schema)
      230    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       33    0.000    0.000    0.006    0.000 _urlparse.py:124(copy_with)
       11    0.000    0.000    0.001    0.000 _writers.py:36(write_request)
       11    0.000    0.000    0.003    0.000 _models.py:448(__init__)
      143    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
       11    0.000    0.000    0.001    0.000 cookiejar.py:1188(domain_return_ok)
       32    0.000    0.000    0.003    0.000 _models.py:128(keys)
        3    0.000    0.000    2.650    0.883 connectionpool.py:380(_make_request)
      254    0.000    0.000    0.000    0.000 _exceptions.py:7(map_exceptions)
        3    0.000    0.000    0.001    0.000 _collections.py:337(extend)
       21    0.000    0.000    0.000    0.000 parse.py:1037(unwrap)
       57    0.000    0.000    0.000    0.000 {built-in method builtins.max}
       33    0.000    0.000    0.006    0.000 _connection.py:491(send)
        3    0.000    0.000    0.010    0.003 sessions.py:457(prepare_request)
       11    0.000    0.000    0.002    0.000 _models.py:326(__init__)
      140    0.000    0.000    0.000    0.000 typing.py:1699(__eq__)
       11    0.000    0.000    0.001    0.000 _content.py:174(encode_json)
       30    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
        2    0.000    0.000    0.000    0.000 _generate_schema.py:288(push)
      163    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       27    0.000    0.000    0.000    0.000 parse.py:164(hostname)
        3    0.000    0.000    0.287    0.096 connection.py:614(connect)
       11    0.000    0.000    0.000    0.000 _headers.py:122(<listcomp>)
       78    0.000    0.000    0.000    0.000 cookiejar.py:1753(__iter__)
       33    0.000    0.000    0.000    0.000 inspect.py:1787(_is_type)
       22    0.000    0.000    0.000    0.000 _models.py:260(<listcomp>)
        3    0.000    0.000    0.005    0.002 _generate_schema.py:909(_generate_md_field_schema)
       21    0.000    0.000    0.000    0.000 utils.py:345(to_key_val_list)
       11    0.000    0.000    0.046    0.004 _base_client.py:549(_process_response_data)
        1    0.000    0.000    0.008    0.008 subprocess.py:807(__init__)
       11    0.000    0.000    0.004    0.000 _models.py:893(close)
       11    0.000    0.000    0.028    0.003 _base_client.py:585(default_headers)
        3    0.000    0.000    0.000    0.000 socket.py:303(makefile)
      305    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
       22    0.000    0.000    0.000    0.000 connection_pool.py:301(_close_connections)
       80    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
       27    0.000    0.000    0.000    0.000 _receivebuffer.py:53(__iadd__)
        8    0.000    0.000    0.002    0.000 typing.py:658(Union)
       22    0.000    0.000    0.000    0.000 _decoders.py:199(flush)
        3    0.000    0.000    2.655    0.885 connectionpool.py:598(urlopen)
      6/2    0.000    0.000    0.001    0.001 _parser.py:449(_parse_sub)
       22    0.000    0.000    0.005    0.000 _models.py:373(__init__)
        3    0.000    0.000    0.146    0.049 connection.py:732(_ssl_wrap_socket_and_match_hostname)
      158    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
       29    0.000    0.000    0.000    0.000 typing.py:1287(__getattr__)
       44    0.000    0.000    0.001    0.000 _utils.py:303(strip_not_given)
       21    0.000    0.000    0.002    0.000 parse.py:1079(_splithost)
        1    0.000    0.000   17.036   17.036 sync_summary.py:30(summarize)
    49/13    0.000    0.000    0.001    0.000 _core_utils.py:196(walk)
      211    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       77    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
       22    0.000    0.000    0.001    0.000 <frozen _collections_abc>:959(setdefault)
       72    0.000    0.000    0.440    0.006 models.py:816(generate)
       11    0.000    0.000    0.000    0.000 _models.py:703(has_redirect_location)
       12    0.000    0.000    0.000    0.000 typing_extensions.py:600(__subclasscheck__)
        3    0.000    0.000    0.002    0.001 utils.py:204(get_netrc_auth)
        1    0.000    0.000    0.026    0.026 subprocess.py:506(run)
       11    0.000    0.000    0.028    0.003 _client.py:160(default_headers)
        6    0.000    0.000    0.000    0.000 <frozen ntpath>:319(expanduser)
       88    0.000    0.000    0.001    0.000 copy.py:264(<genexpr>)
       11    0.000    0.000    0.000    0.000 idna.py:145(encode)
        3    0.000    0.000    0.003    0.001 connectionpool.py:1178(_close_pool_connections)
       72    0.000    0.000    0.440    0.006 response.py:1021(stream)
      103    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       28    0.000    0.000    0.000    0.000 message.py:150(__init__)
       12    0.000    0.000    0.001    0.000 url.py:303(_normalize_host)
       29    0.000    0.000    0.001    0.000 typing.py:1258(__init__)
        1    0.000    0.000   14.736   14.736 sync_summary.py:79(<listcomp>)
        6    0.000    0.000    0.001    0.000 _core_utils.py:323(handle_model_fields_schema)
       17    0.000    0.000    0.001    0.000 structures.py:40(__init__)
       93    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
       11    0.000    0.000    0.004    0.000 _client.py:403(_merge_headers)
       22    0.000    0.000    0.017    0.001 _models.py:611(validate_type)
       47    0.000    0.000    0.000    0.000 _parser.py:164(__getitem__)
        6    0.000    0.000    0.000    0.000 client.py:417(close)
       51    0.000    0.000    0.000    0.000 _generate_schema.py:351(_config_wrapper)
       33    0.000    0.000    0.000    0.000 _synchronization.py:242(__enter__)
       22    0.000    0.000    0.001    0.000 _connection.py:72(_keep_alive)
       11    0.000    0.000    0.000    0.000 __init__.py:244(detect_encoding)
       27    0.000    0.000    0.016    0.001 _client.py:125(__iter__)
        3    0.000    0.000    2.662    0.887 adapters.py:613(send)
        9    0.000    0.000    0.001    0.000 cookiejar.py:232(http2time)
        3    0.000    0.000    0.002    0.001 _generate_schema.py:1784(_apply_annotations)
       12    0.000    0.000    0.001    0.000 encoder.py:183(encode)
      235    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       48    0.000    0.000    0.000    0.000 copyreg.py:104(__newobj__)
       14    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
       66    0.000    0.000    0.000    0.000 _utils.py:163(is_list)
       91    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       11    0.000    0.000    0.001    0.000 http11.py:351(close)
       32    0.000    0.000    0.000    0.000 _receivebuffer.py:77(maybe_extract_at_most)
       11    0.000    0.000    0.309    0.028 _transform.py:88(transform)
       22    0.000    0.000    0.000    0.000 _auth.py:59(sync_auth_flow)
       21    0.000    0.000    0.001    0.000 connection.py:310(putheader)
       22    0.000    0.000    0.000    0.000 _base_client.py:2010(_merge_mappings)
     14/6    0.000    0.000    0.000    0.000 _parser.py:174(getwidth)
    43/13    0.000    0.000    0.001    0.000 _core_utils.py:206(_handle_other_schemas)
       22    0.000    0.000    0.001    0.000 <frozen _collections_abc>:907(pop)
       52    0.000    0.000    0.000    0.000 connection.py:190(is_idle)
       69    0.000    0.000    0.000    0.000 queue.py:248(_qsize)
        3    0.000    0.000    0.001    0.000 models.py:483(prepare_headers)
       79    0.000    0.000    0.000    0.000 inspect.py:292(isclass)
      115    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       88    0.000    0.000    0.002    0.000 _utils.py:167(is_iterable)
       42    0.000    0.000    0.000    0.000 cookiejar.py:535(is_HDN)
      224    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       83    0.000    0.000    0.001    0.000 _policybase.py:311(header_fetch_parse)
       13    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _transcripts.py:278(<dictcomp>)
       11    0.000    0.000    0.000    0.000 {method 'split' of 'bytearray' objects}
        1    0.000    0.000    0.121    0.121 connection.py:103(_connect)
       64    0.000    0.000    0.000    0.000 feedparser.py:127(__next__)
       14    0.000    0.000    0.000    0.000 cookiejar.py:550(domain_match)
       11    0.000    0.000    0.000    0.000 _client.py:436(_build_request_auth)
       86    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
       11    0.000    0.000    0.001    0.000 _models.py:727(<dictcomp>)
       39    0.000    0.000    0.000    0.000 __init__.py:1467(debug)
       11    0.000    0.000    0.001    0.000 cookiejar.py:1214(path_return_ok)
       22    0.000    0.000    0.025    0.001 _models.py:808(read)
       38    0.000    0.000    0.000    0.000 _connection.py:248(_server_switch_event)
       11    0.000    0.000    0.001    0.000 _models.py:763(json)
       13    0.000    0.000    0.005    0.000 cookiejar.py:1290(_cookies_for_request)
       21    0.000    0.000    0.001    0.000 _urls.py:388(__str__)
        3    0.000    0.000    2.358    0.786 client.py:311(begin)
       11    0.000    0.000    0.000    0.000 threading.py:583(set)
        8    0.000    0.000    0.001    0.000 cookies.py:521(cookiejar_from_dict)
       11    0.000    0.000    0.001    0.000 threading.py:555(__init__)
        1    0.000    0.000    0.008    0.008 subprocess.py:1436(_execute_child)
      2/1    0.000    0.000    0.001    0.001 inspect.py:2428(_signature_from_callable)
        1    0.000    0.000    0.000    0.000 subprocess.py:1282(_close_pipe_fds)
       22    0.000    0.000    0.000    0.000 _writers.py:63(__call__)
       11    0.000    0.000    0.000    0.000 _urlparse.py:386(normalize_path)
        3    0.000    0.000    2.354    0.785 client.py:278(_read_status)
      124    0.000    0.000    0.000    0.000 cookiejar.py:44(_debug)
       10    0.000    0.000    0.000    0.000 _models.py:1189(add_unredirected_header)
       32    0.000    0.000    0.000    0.000 _models.py:173(__eq__)
       11    0.000    0.000   14.417    1.311 _base_client.py:912(request)
       22    0.000    0.000    0.001    0.000 type_adapter.py:236(validate_python)
       52    0.000    0.000    0.000    0.000 http11.py:295(is_idle)
       27    0.000    0.000    0.016    0.001 connection_pool.py:361(__iter__)
        3    0.000    0.000    0.003    0.001 parser.py:59(parsestr)
       14    0.000    0.000    0.000    0.000 cookies.py:349(set_cookie)
       10    0.000    0.000    0.013    0.001 _models.py:1042(set_cookie_header)
        3    0.000    0.000    0.000    0.000 client.py:1086(putrequest)
       22    0.000    0.000    0.117    0.005 _transform.py:177(<listcomp>)
       45    0.000    0.000    0.000    0.000 util.py:19(to_str)
       27    0.000    0.000    0.000    0.000 url.py:332(_idna_encode)
       80    0.000    0.000    0.000    0.000 fields.py:552(is_required)
       30    0.000    0.000    0.000    0.000 _parser.py:233(__next)
       22    0.000    0.000    0.004    0.000 _models.py:157(multi_items)
       48    0.000    0.000    0.000    0.000 cookiejar.py:810(is_expired)
        2    0.000    0.000    0.003    0.001 _compiler.py:738(compile)
       11    0.000    0.000    0.000    0.000 _models.py:255(__init__)
       40    0.000    0.000    0.000    0.000 cookies.py:49(get_full_url)
       33    0.000    0.000    0.000    0.000 _urls.py:280(raw_path)
       55    0.000    0.000    0.000    0.000 _collections.py:291(__iter__)
       11    0.000    0.000    0.000    0.000 _models.py:400(read)
       30    0.000    0.000    0.000    0.000 utils.py:1045(_validate_header_part)
        4    0.000    0.000    0.001    0.000 ssl.py:1263(sendall)
        4    0.000    0.000    0.000    0.000 ssl.py:566(set_alpn_protocols)
        4    0.000    0.000    0.188    0.047 ssl.py:1372(do_handshake)
       14    0.000    0.000    0.000    0.000 core_schema.py:3943(<dictcomp>)
       22    0.000    0.000    0.000    0.000 connection_pool.py:262(<listcomp>)
       11    0.000    0.000    0.001    0.000 _decoders.py:73(__init__)
        3    0.000    0.000    0.000    0.000 response.py:564(__init__)
       44    0.000    0.000    0.000    0.000 request.py:387(get_full_url)
        3    0.000    0.000    0.141    0.047 connection.py:192(_new_conn)
        3    0.000    0.000    0.012    0.004 sessions.py:750(merge_environment_settings)
        8    0.000    0.000    0.000    0.000 _known_annotated_metadata.py:127(expand_grouped_metadata)
        1    0.000    0.000    0.000    0.000 chunker.py:4(create_chunks)
       33    0.000    0.000    0.000    0.000 _synchronization.py:266(__enter__)
        5    0.000    0.000    0.000    0.000 _std_types_schema.py:170(datetime_prepare_pydantic_annotations)
       33    0.000    0.000    0.000    0.000 _models.py:93(enforce_stream)
       11    0.000    0.000    0.000    0.000 _urls.py:148(username)
        6    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
       12    0.000    0.000    0.000    0.000 message.py:591(get_content_type)
       20    0.000    0.000    0.000    0.000 <frozen _collections_abc>:778(__contains__)
       33    0.000    0.000    0.000    0.000 _synchronization.py:270(__exit__)
       21    0.000    0.000    0.000    0.000 http11.py:298(is_closed)
       15    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
       22    0.000    0.000    0.000    0.000 _decoders.py:172(__init__)
       10    0.000    0.000    0.002    0.000 cookiejar.py:1578(_cookies_from_attrs_set)
      105    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        2    0.000    0.000    0.015    0.007 type_adapter.py:33(_get_schema)
        5    0.000    0.000    0.000    0.000 _std_types_schema.py:204(path_schema_prepare_pydantic_annotations)
       54    0.000    0.000    0.000    0.000 _receivebuffer.py:60(__len__)
       33    0.000    0.000    0.000    0.000 _urlparse.py:436(percent_encoded)
        5    0.000    0.000    0.000    0.000 _known_annotated_metadata.py:361(collect_known_metadata)
       21    0.000    0.000    0.000    0.000 connection.py:195(is_closed)
       14    0.000    0.000    0.001    0.000 cookiejar.py:726(is_third_party)
       12    0.000    0.000    0.001    0.000 _core_utils.py:400(walk_core_schema)
       64    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
      114    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
     10/2    0.000    0.000    0.000    0.000 _core_utils.py:161(_is_schema_valid)
        3    0.000    0.000    0.006    0.002 utils.py:114(proxy_bypass)
       14    0.000    0.000    0.000    0.000 core_schema.py:3942(_dict_not_none)
        6    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
       11    0.000    0.000    0.000    0.000 _client.py:412(_merge_queryparams)
        3    0.000    0.000    0.000    0.000 connectionpool.py:1050(_new_conn)
       21    0.000    0.000    0.000    0.000 parse.py:1189(_splittag)
       14    0.000    0.000    0.000    0.000 cookiejar.py:691(reach)
       11    0.000    0.000    0.001    0.000 _synchronization.py:280(__init__)
        1    0.000    0.000    0.027    0.027 platform.py:363(win32_ver)
       55    0.000    0.000    0.000    0.000 message.py:506(set_raw)
       10    0.000    0.000    0.001    0.000 _models.py:1137(update)
       44    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
       22    0.000    0.000    0.000    0.000 _typing.py:47(extract_type_arg)
       12    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
       11    0.000    0.000    0.000    0.000 _response.py:58(__init__)
      9/7    0.000    0.000    0.000    0.000 _generate_schema.py:2147(_extract_get_pydantic_json_schema)
        1    0.000    0.000    0.026    0.026 subprocess.py:417(check_output)
        1    0.000    0.000    0.000    0.000 {built-in method nt.open}
       12    0.000    0.000    0.001    0.000 cookiejar.py:1004(set_ok_path)
        3    0.000    0.000    0.006    0.002 utils.py:765(should_bypass_proxies)
        6    0.000    0.000    0.000    0.000 utils.py:838(select_proxy)
       46    0.000    0.000    0.000    0.000 {built-in method time.time}
        2    0.000    0.000    0.002    0.001 _generate_schema.py:436(clean_schema)
       22    0.000    0.000    0.000    0.000 _models.py:551(reason_phrase)
       24    0.000    0.000    0.000    0.000 <frozen _collections_abc>:790(items)
        8    0.000    0.000    0.000    0.000 typing.py:313(_remove_dups_flatten)
       33    0.000    0.000    0.000    0.000 _synchronization.py:246(__exit__)
        6    0.000    0.000    0.001    0.000 typing.py:1563(__getitem__)
        3    0.000    0.000    0.000    0.000 response.py:316(__init__)
       27    0.000    0.000    0.000    0.000 _receivebuffer.py:57(__bool__)
        2    0.000    0.000    0.001    0.000 _core_utils.py:417(simplify_schema_references)
        9    0.000    0.000    0.000    0.000 calendar.py:653(timegm)
       80    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
       43    0.000    0.000    0.000    0.000 _decoders.py:176(decode)
        3    0.000    0.000    0.004    0.001 adapters.py:359(build_response)
       44    0.000    0.000    0.000    0.000 _headers.py:102(__init__)
        3    0.000    0.000    0.000    0.000 _generics.py:338(has_instance_in_type)
        3    0.000    0.000    0.001    0.000 utils.py:76(proxy_bypass_registry)
       11    0.000    0.000    0.000    0.000 _connection.py:223(start_next_cycle)
       11    0.000    0.000    0.000    0.000 _receivebuffer.py:64(__bytes__)
       12    0.000    0.000    0.001    0.000 __init__.py:183(dumps)
       11    0.000    0.000    0.001    0.000 connection_pool.py:16(__init__)
       65    0.000    0.000    0.000    0.000 request.py:337(full_url)
       57    0.000    0.000    0.000    0.000 _trace.py:53(__exit__)
        3    0.000    0.000    0.002    0.001 connection.py:275(close)
       11    0.000    0.000    0.000    0.000 _connection.py:341(trailing_data)
      139    0.000    0.000    0.000    0.000 parse.py:108(_noop)
        4    0.000    0.000    0.000    0.000 adapters.py:202(__init__)
        6    0.000    0.000    0.006    0.001 cookies.py:124(extract_cookies_to_jar)
        4    0.000    0.000    0.000    0.000 _repr.py:85(display_as_type)
        3    0.000    0.000    0.000    0.000 {built-in method today}
       11    0.000    0.000    0.000    0.000 _config.py:208(__init__)
       38    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
       11    0.000    0.000    0.006    0.001 _urls.py:341(copy_with)
       11    0.000    0.000    0.000    0.000 connection_pool.py:265(<listcomp>)
        1    0.000    0.000    2.299    2.299 api.py:103(post)
       33    0.000    0.000    0.000    0.000 _utils.py:121(is_given)
       33    0.000    0.000    0.000    0.000 _compat.py:115(get_model_fields)
        3    0.000    0.000    0.003    0.001 client.py:224(parse_headers)
       21    0.000    0.000    0.000    0.000 connection.py:165(can_handle_request)
       11    0.000    0.000    0.000    0.000 _writers.py:88(send_data)
        3    0.000    0.000    0.000    0.000 queue.py:34(__init__)
       21    0.000    0.000    0.000    0.000 connection.py:359(<genexpr>)
        4    0.000    0.000    0.000    0.000 _collections.py:143(clear)
     11/2    0.000    0.000    0.000    0.000 _core_utils.py:423(collect_refs)
       16    0.000    0.000    0.001    0.000 _decoders.py:76(decode)
        3    0.000    0.000    0.000    0.000 models.py:658(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _winapi.CreatePipe}
       33    0.000    0.000    0.000    0.000 _compat.py:109(get_model_config)
       51    0.000    0.000    0.000    0.000 _config.py:208(tail)
        2    0.000    0.000    0.001    0.000 sessions.py:390(__init__)
        4    0.000    0.000    0.001    0.000 poolmanager.py:268(clear)
       88    0.000    0.000    0.000    0.000 _exceptions.py:334(request_context)
       22    0.000    0.000    0.000    0.000 _urls.py:321(is_absolute_url)
        4    0.000    0.000    0.000    0.000 retry.py:198(__init__)
        4    0.000    0.000    0.000    0.000 _typing_extra.py:117(is_namedtuple)
      4/2    0.000    0.000    0.000    0.000 _compiler.py:434(_get_literal_prefix)
       21    0.000    0.000    0.002    0.000 connection.py:185(has_expired)
       11    0.000    0.000    0.000    0.000 _base_client.py:1842(make_request_options)
    22/11    0.000    0.000    0.000    0.000 {method 'send' of 'generator' objects}
       16    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       11    0.000    0.000    0.003    0.000 default.py:116(close)
        2    0.000    0.000    0.000    0.000 inspect.py:2972(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKeyEx}
       11    0.000    0.000    0.000    0.000 _receivebuffer.py:147(is_next_line_obviously_invalid_request_line)
        3    0.000    0.000    0.006    0.002 models.py:351(prepare)
        9    0.000    0.000    0.000    0.000 url.py:326(<listcomp>)
       11    0.000    0.000    0.000    0.000 _client.py:370(_merge_url)
       33    0.000    0.000    0.000    0.000 _models.py:168(__init__)
       22    0.000    0.000    0.000    0.000 _urls.py:333(is_relative_url)
       11    0.000    0.000    0.000    0.000 _models.py:663(is_success)
       24    0.000    0.000    0.000    0.000 cookiejar.py:1141(return_ok_expires)
        4    0.000    0.000    0.000    0.000 enum.py:1509(__and__)
        2    0.000    0.000    0.000    0.000 _generate_schema.py:319(__init__)
     10/2    0.000    0.000    0.000    0.000 _discriminated_union.py:45(inner)
        6    0.000    0.000    0.000    0.000 type_adapter.py:86(_getattr_no_parents)
       12    0.000    0.000    0.000    0.000 typing_extensions.py:530(_caller)
        1    0.000    0.000    2.300    2.300 sync_summary.py:81(final_summary)
        9    0.000    0.000    0.000    0.000 cookiejar.py:81(_timegm)
        2    0.000    0.000    0.010    0.005 _generate_schema.py:1143(_union_schema)
        1    0.000    0.000    0.001    0.001 ElementTree.py:1325(XML)
        3    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        3    0.000    0.000    0.002    0.001 poolmanager.py:230(_new_pool)
       11    0.000    0.000    0.001    0.000 typing.py:3088(Required)
        2    0.000    0.000    0.001    0.001 _parser.py:972(parse)
       21    0.000    0.000    0.000    0.000 connection_pool.py:254(<listcomp>)
        3    0.000    0.000    0.003    0.001 parser.py:41(parse)
        4    0.000    0.000    0.000    0.000 _core_metadata.py:67(build_metadata_dict)
    22/19    0.000    0.000    0.003    0.000 typing.py:479(__getitem__)
        3    0.000    0.000    0.000    0.000 client.py:838(__init__)
       22    0.000    0.000    0.000    0.000 _urlparse.py:359(validate_path)
       11    0.000    0.000    0.001    0.000 _base_client.py:546(_should_stream_response_body)
        4    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
        2    0.000    0.000    0.010    0.005 _generate_schema.py:846(_match_generic_type)
        2    0.000    0.000    0.000    0.000 _typing_extra.py:110(is_annotated)
        6    0.000    0.000    0.000    0.000 ssl.py:732(verify_mode)
       33    0.000    0.000    0.000    0.000 queue.py:251(_put)
        1    0.000    0.000    0.077    0.077 sync.py:186(connect_tcp)
       11    0.000    0.000    0.000    0.000 _headers.py:171(<setcomp>)
        1    0.000    0.000    0.027    0.027 platform.py:1187(platform)
        3    0.000    0.000    0.000    0.000 feedparser.py:100(push)
       47    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       11    0.000    0.000    0.016    0.001 _models.py:462(<listcomp>)
       33    0.000    0.000    0.000    0.000 queue.py:254(_get)
        6    0.000    0.000    0.000    0.000 cookies.py:358(update)
       11    0.000    0.000    0.000    0.000 _state.py:358(start_next_cycle)
        1    0.000    0.000    0.000    0.000 contextlib.py:546(__exit__)
        2    0.000    0.000    0.000    0.000 _compiler.py:509(_compile_info)
        4    0.000    0.000    0.000    0.000 poolmanager.py:200(__init__)
       11    0.000    0.000    0.001    0.000 <string>:1(<module>)
       69    0.000    0.000    0.000    0.000 typing.py:1358(<genexpr>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1335(_get_handles)
        6    0.000    0.000    0.001    0.000 <frozen genericpath>:16(exists)
        1    0.000    0.000    0.000    0.000 parse.py:729(parse_qsl)
        1    0.000    0.000    0.077    0.077 socket.py:809(create_connection)
       44    0.000    0.000    0.000    0.000 _content.py:33(__iter__)
        1    0.000    0.000    0.002    0.002 inspect.py:3024(from_callable)
        3    0.000    0.000    0.000    0.000 feedparser.py:137(__init__)
       12    0.000    0.000    0.000    0.000 typing_extensions.py:542(_allow_reckless_class_checks)
        9    0.000    0.000    0.445    0.049 models.py:890(content)
       15    0.000    0.000    0.000    0.000 utils.py:1034(check_header_validity)
       24    0.000    0.000    0.000    0.000 cookiejar.py:1135(return_ok_secure)
        4    0.000    0.000    0.000    0.000 contextlib.py:509(callback)
        3    0.000    0.000    0.000    0.000 request.py:2667(getproxies_registry)
       22    0.000    0.000    0.000    0.000 <string>:2(__eq__)
        3    0.000    0.000    0.002    0.001 connectionpool.py:986(__init__)
        3    0.000    0.000    0.000    0.000 {method 'Close' of 'PyHKEY' objects}
       39    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        4    0.000    0.000    0.190    0.047 ssl.py:511(wrap_socket)
        3    0.000    0.000    0.000    0.000 models.py:494(prepare_body)
       11    0.000    0.000    0.000    0.000 _utils.py:309(sync_elapsed)
        3    0.000    0.000    0.002    0.001 poolmanager.py:331(connection_from_pool_key)
       11    0.000    0.000    0.000    0.000 _headers.py:121(raw_items)
        3    0.000    0.000    0.003    0.001 adapters.py:446(get_connection_with_tls_context)
        3    0.000    0.000    0.000    0.000 adapters.py:90(_urllib3_request_context)
       67    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 _std_types_schema.py:191(uuid_prepare_pydantic_annotations)
       15    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
       12    0.000    0.000    0.000    0.000 connection.py:163(host)
        1    0.000    0.000    0.026    0.026 platform.py:263(_syscmd_ver)
        9    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
       11    0.000    0.000    0.000    0.000 typing.py:299(_deduplicate)
       42    0.000    0.000    0.000    0.000 connection.py:312(<genexpr>)
        6    0.000    0.000    0.000    0.000 url.py:100(__new__)
       11    0.000    0.000    0.000    0.000 _base_client.py:404(_remaining_retries)
      4/1    0.000    0.000    0.007    0.007 _schema_generation_shared.py:81(__call__)
        1    0.000    0.000    0.017    0.017 subprocess.py:1165(communicate)
        3    0.000    0.000    0.000    0.000 connection.py:513(__init__)
        1    0.000    0.000    0.000    0.000 http11.py:54(__init__)
        3    0.000    0.000    2.358    0.786 client.py:1334(getresponse)
       11    0.000    0.000    0.000    0.000 _base_client.py:607(user_agent)
       51    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        3    0.000    0.000    0.000    0.000 client.py:248(__init__)
        7    0.000    0.000    0.000    0.000 _migration.py:262(wrapper)
       11    0.000    0.000    0.000    0.000 _base_client.py:529(_maybe_override_cast_to)
        6    0.000    0.000    0.000    0.000 cookies.py:542(merge_cookies)
       22    0.000    0.000    0.000    0.000 _parser.py:254(get)
        3    0.000    0.000    0.000    0.000 typing.py:708(Literal)
       38    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       25    0.000    0.000    0.000    0.000 typing.py:694(<genexpr>)
       11    0.000    0.000    0.000    0.000 _urls.py:231(netloc)
