Profile: <cProfile.Profile object at 0x000001D0792CD780>
         53760 function calls (53536 primitive calls) in 4.484 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       47    0.000    0.000    0.000    0.000 parse.py:193(_userinfo)
       44    0.000    0.000    0.000    0.000 tasks.py:35(current_task)
       11    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
       77    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
       11    0.000    0.000    0.001    0.000 connector.py:180(release)
    84/26    0.000    0.000    0.001    0.000 <frozen abc>:121(__subclasscheck__)
       11    0.000    0.000    0.005    0.000 sslproto.py:605(_start_shutdown)
       35    0.000    0.000    0.000    0.000 sslproto.py:874(_control_ssl_reading)
       11    0.000    0.000    0.000    0.000 client_reqrep.py:1150(get_encoding)
       22    0.000    0.000    0.001    0.000 client_reqrep.py:1069(release)
      137    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        3    0.000    0.000    2.424    0.808 client.py:311(begin)
       17    0.000    0.000    0.002    0.000 structures.py:40(__init__)
        8    0.000    0.000    0.001    0.000 cookiejar.py:232(http2time)
       22    0.000    0.000    0.002    0.000 sslproto.py:207(write)
        6    0.000    0.000    0.000    0.000 <frozen ntpath>:319(expanduser)
       11    0.000    0.000    0.000    0.000 cookies.py:485(__set)
       11    0.000    0.000    0.000    0.000 ipaddress.py:1183(_ip_int_from_string)
       12    0.000    0.000    0.000    0.000 url.py:303(_normalize_host)
       11    0.000    0.000    0.000    0.000 _url.py:749(_normalize_path)
       69    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
       11    0.000    0.000    0.001    0.000 proactor_events.py:28(_set_socket_extra)
      133    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
       14    0.000    0.000    0.000    0.000 cookiejar.py:550(domain_match)
       40    0.000    0.000    0.001    0.000 cookies.py:49(get_full_url)
        6    0.000    0.000    0.000    0.000 client.py:417(close)
        4    0.000    0.000    0.001    0.000 ssl.py:1263(sendall)
       42    0.000    0.000    0.000    0.000 cookiejar.py:535(is_HDN)
      109    0.000    0.000    0.000    0.000 windows_events.py:428(_check_closed)
