Profile: <cProfile.Profile object at 0x000001BA0CDE2270>
         242367 function calls (233358 primitive calls) in 25.235 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       13    0.000    0.000    0.001    0.000 _client.py:160(default_headers)
       57    0.000    0.000    0.000    0.000 threading.py:359(notify)
       14    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
       13    0.000    0.000    0.001    0.000 http11.py:351(close)
       12    0.000    0.000    0.001    0.000 typing_extensions.py:600(__subclasscheck__)
       32    0.000    0.000    0.014    0.000 _client.py:125(__iter__)
       12    0.000    0.000    0.000    0.000 __init__.py:244(detect_encoding)
        2    0.000    0.000    0.001    0.000 _collections.py:337(extend)
       13    0.000    0.000    0.000    0.000 {method 'split' of 'bytearray' objects}
       13    0.000    0.000    0.000    0.000 _client.py:412(_merge_queryparams)
        2    0.000    0.000    0.002    0.001 connection.py:324(request)
       39    0.000    0.000    0.005    0.000 _connection.py:491(send)
       13    0.000    0.000    0.002    0.000 _models.py:326(__init__)
       26    0.000    0.000    0.000    0.000 parse.py:1079(_splithost)
        2    0.000    0.000    0.490    0.245 connectionpool.py:598(urlopen)
        2    0.000    0.000    0.003    0.002 socket.py:945(getaddrinfo)
        2    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
      224    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
       26    0.000    0.000    0.000    0.000 _auth.py:59(sync_auth_flow)
       72    0.000    0.000    0.000    0.000 enum.py:686(__call__)
      240    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       12    0.000    0.000    0.002    0.000 _models.py:763(json)
        8    0.000    0.000    0.001    0.000 cookiejar.py:1015(set_ok_domain)
       96    0.000    0.000    0.002    0.000 _utils.py:167(is_iterable)
       37    0.000    0.000    0.000    0.000 _receivebuffer.py:77(maybe_extract_at_most)
       34    0.000    0.000    0.001    0.000 cookies.py:49(get_full_url)
       26    0.000    0.000    0.000    0.000 _base_client.py:2010(_merge_mappings)
        1    0.000    0.000    0.000    0.000 chunker.py:4(create_chunks)
       26    0.000    0.000    0.001    0.000 <frozen _collections_abc>:959(setdefault)
       67    0.000    0.000    0.472    0.007 response.py:1021(stream)
       13    0.000    0.000    0.000    0.000 _urlparse.py:386(normalize_path)
       13    0.000    0.000    0.001    0.000 _models.py:1137(update)
        6    0.000    0.000    0.000    0.000 cookiejar.py:150(_str2time)
       46    0.000    0.000    0.000    0.000 __init__.py:1467(debug)
       65    0.000    0.000    0.000    0.000 connection.py:190(is_idle)
       72    0.000    0.000    0.000    0.000 _utils.py:163(is_list)
       84    0.000    0.000    0.000    0.000 inspect.py:292(isclass)
       68    0.000    0.000    0.000    0.000 socket.py:99(_intenum_converter)
       59    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
       45    0.000    0.000    0.000    0.000 _connection.py:248(_server_switch_event)
      157    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        2    0.000    0.000    0.000    0.000 poolmanager.py:96(_default_key_normalizer)
       52    0.000    0.000    0.000    0.000 copyreg.py:104(__newobj__)
       12    0.000    0.000    0.000    0.000 cookiejar.py:550(domain_match)
       13    0.000    0.000    0.001    0.000 _writers.py:36(write_request)
       96    0.000    0.000    0.000    0.000 copy.py:264(<genexpr>)
       13    0.000    0.000    0.005    0.000 _client.py:403(_merge_headers)
       30    0.000    0.000    0.000    0.000 message.py:150(__init__)
        1    0.000    0.000   14.367   14.367 summary.py:65(<listcomp>)
        4    0.000    0.000    0.000    0.000 client.py:417(close)
       12    0.000    0.000    0.000    0.000 cookies.py:349(set_cookie)
       13    0.000    0.000    0.001    0.000 encoder.py:183(encode)
       59    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
      158    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
      103    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       36    0.000    0.000    0.000    0.000 cookiejar.py:535(is_HDN)
       24    0.000    0.000    0.001    0.000 _models.py:611(validate_type)
       48    0.000    0.000    0.001    0.000 _utils.py:303(strip_not_given)
        6    0.000    0.000    0.001    0.000 cookiejar.py:232(http2time)
       57    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
       13    0.000    0.000    0.001    0.000 threading.py:555(__init__)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:45(parsedate_tz)
       12    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        8    0.000    0.000    0.000    0.000 cookiejar.py:761(__init__)
       65    0.000    0.000    0.000    0.000 http11.py:295(is_idle)
       61    0.000    0.000    0.000    0.000 {built-in method builtins.max}
       60    0.000    0.000    0.000    0.000 cookiejar.py:810(is_expired)
        2    0.000    0.000    0.309    0.155 connection.py:614(connect)
       13    0.000    0.000    0.014    0.001 _models.py:1042(set_cookie_header)
        2    0.000    0.000    0.193    0.097 connection.py:27(create_connection)
      241    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       89    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       20    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
       15    0.000    0.000    0.006    0.000 cookiejar.py:1290(_cookies_for_request)
        2    0.000    0.000    0.116    0.058 connection.py:732(_ssl_wrap_socket_and_match_hostname)
       24    0.000    0.000    0.115    0.005 _transform.py:177(<listcomp>)
       48    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 socket.py:303(makefile)
       27    0.000    0.000    0.001    0.000 _urls.py:388(__str__)
      136    0.000    0.000    0.000    0.000 cookiejar.py:44(_debug)
       14    0.000    0.000    0.001    0.000 cookiejar.py:1214(path_return_ok)
        2    0.000    0.000    0.486    0.243 connectionpool.py:380(_make_request)
       12    0.000    0.000    0.001    0.000 _models.py:727(<dictcomp>)
       13    0.000    0.000    0.001    0.000 _models.py:1189(add_unredirected_header)
       14    0.000    0.000    0.001    0.000 sessions.py:61(merge_setting)
       26    0.000    0.000    0.001    0.000 _urlparse.py:286(encode_host)
       72    0.000    0.000    0.000    0.000 enum.py:1091(__new__)
      240    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       53    0.000    0.000    0.000    0.000 _policybase.py:311(header_fetch_parse)
       26    0.000    0.000    0.005    0.000 _models.py:157(multi_items)
       26    0.000    0.000    0.000    0.000 _decoders.py:172(__init__)
       12    0.000    0.000    0.002    0.000 cookiejar.py:726(is_third_party)
       12    0.000    0.000    0.000    0.000 copy.py:66(copy)
        2    0.000    0.000    0.007    0.004 sessions.py:457(prepare_request)
       12    0.000    0.000    0.319    0.027 _transform.py:88(transform)
       39    0.000    0.000    0.000    0.000 _synchronization.py:266(__enter__)
       13    0.000    0.000    0.000    0.000 _client.py:436(_build_request_auth)
       39    0.000    0.000    0.000    0.000 _models.py:173(__eq__)
       55    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
        2    0.000    0.000    0.498    0.249 adapters.py:613(send)
       24    0.000    0.000    0.001    0.000 type_adapter.py:236(validate_python)
       13    0.000    0.000    0.000    0.000 _models.py:400(read)
       32    0.000    0.000    0.013    0.000 connection_pool.py:361(__iter__)
        1    0.000    0.000    0.001    0.001 ElementTree.py:1325(XML)
       13    0.000    0.000    0.000    0.000 threading.py:583(set)
       12    0.000    0.000    0.000    0.000 typing_extensions.py:530(_caller)
       39    0.000    0.000    0.000    0.000 _urls.py:280(raw_path)
       12    0.000    0.000    0.001    0.000 _decoders.py:73(__init__)
        2    0.000    0.000    0.168    0.084 client.py:278(_read_status)
       72    0.000    0.000    0.000    0.000 typing.py:1699(__eq__)
       12    0.000    0.000    0.000    0.000 cookiejar.py:691(reach)
       39    0.000    0.000    0.000    0.000 _synchronization.py:242(__enter__)
       14    0.000    0.000    0.000    0.000 utils.py:345(to_key_val_list)
       26    0.000    0.000    0.000    0.000 _writers.py:63(__call__)
       13    0.000    0.000    0.000    0.000 _models.py:255(__init__)
       37    0.000    0.000    0.000    0.000 _utils.py:121(is_given)
       84    0.000    0.000    0.000    0.000 fields.py:552(is_required)
       26    0.000    0.000    0.000    0.000 connection.py:195(is_closed)
        8    0.000    0.000    0.000    0.000 message.py:591(get_content_type)
        2    0.000    0.000    0.003    0.001 connectionpool.py:1178(_close_pool_connections)
        2    0.000    0.000    0.000    0.000 message.py:486(<listcomp>)
       39    0.000    0.000    0.000    0.000 _synchronization.py:270(__exit__)
       39    0.000    0.000    0.000    0.000 _urlparse.py:436(percent_encoded)
       52    0.000    0.000    0.000    0.000 request.py:387(get_full_url)
       26    0.000    0.000    0.000    0.000 _urls.py:321(is_absolute_url)
       14    0.000    0.000    0.000    0.000 _headers.py:171(<setcomp>)
       66    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
       13    0.000    0.000    0.001    0.000 connection_pool.py:16(__init__)
       26    0.000    0.000    0.000    0.000 parse.py:1189(_splittag)
       13    0.000    0.000    0.000    0.000 _urls.py:610(__bool__)
       24    0.000    0.000    0.000    0.000 _typing.py:47(extract_type_arg)
        2    0.000    0.000    0.000    0.000 models.py:483(prepare_headers)
       13    0.000    0.000    0.000    0.000 _connection.py:341(trailing_data)
       36    0.000    0.000    0.000    0.000 _compat.py:115(get_model_fields)
       49    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
       26    0.000    0.000    0.000    0.000 http11.py:298(is_closed)
       12    0.000    0.000    0.000    0.000 _response.py:58(__init__)
       78    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       13    0.000    0.000    0.000    0.000 connection.py:310(putheader)
        2    0.000    0.000    0.000    0.000 client.py:1086(putrequest)
       13    0.000    0.000    0.000    0.000 _connection.py:223(start_next_cycle)
        8    0.000    0.000    0.000    0.000 url.py:303(_normalize_host)
        2    0.000    0.000    0.000    0.000 response.py:564(__init__)
       51    0.000    0.000    0.000    0.000 _decoders.py:176(decode)
       13    0.000    0.000    0.000    0.000 _models.py:726(raise_for_status)
        1    0.000    0.000    0.000    0.000 _transcripts.py:278(<dictcomp>)
       11    0.000    0.000    0.001    0.000 structures.py:40(__init__)
       65    0.000    0.000    0.000    0.000 _trace.py:53(__exit__)
    26/13    0.000    0.000    0.000    0.000 {method 'send' of 'generator' objects}
       13    0.000    0.000    0.001    0.000 _synchronization.py:280(__init__)
       52    0.000    0.000    0.000    0.000 _headers.py:102(__init__)
       62    0.000    0.000    0.000    0.000 _receivebuffer.py:60(__len__)
        6    0.000    0.000    0.000    0.000 idna.py:145(encode)
        4    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
       47    0.000    0.000    0.000    0.000 {built-in method time.time}
        2    0.000    0.000    0.001    0.001 utils.py:204(get_netrc_auth)
       27    0.000    0.000    0.000    0.000 _models.py:551(reason_phrase)
       12    0.000    0.000   23.865    1.989 _base_client.py:912(request)
       15    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        2    0.000    0.000    0.002    0.001 connection.py:275(close)
        5    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
       35    0.000    0.000    0.000    0.000 message.py:506(set_raw)
      112    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        6    0.000    0.000    0.000    0.000 calendar.py:653(timegm)
       60    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
       13    0.000    0.000    0.000    0.000 _receivebuffer.py:64(__bytes__)
       31    0.000    0.000    0.000    0.000 util.py:19(to_str)
       78    0.000    0.000    0.000    0.000 request.py:337(full_url)
       26    0.000    0.000    0.002    0.000 connection.py:185(has_expired)
        1    0.000    0.000    3.332    3.332 _base_client.py:1030(_retry_request)
       13    0.000    0.000    0.000    0.000 _urls.py:148(username)
       46    0.000    0.000    0.000    0.000 queue.py:248(_qsize)
        4    0.000    0.000    0.000    0.000 <frozen ntpath>:319(expanduser)
        2    0.000    0.000    0.010    0.005 sessions.py:750(merge_environment_settings)
        2    0.000    0.000    0.005    0.002 adapters.py:359(build_response)
       31    0.000    0.000    0.000    0.000 _receivebuffer.py:57(__bool__)
        2    0.000    0.000    0.000    0.000 response.py:316(__init__)
       13    0.000    0.000    0.000    0.000 _state.py:358(start_next_cycle)
      104    0.000    0.000    0.000    0.000 _exceptions.py:334(request_context)
        4    0.000    0.000    0.007    0.002 cookies.py:124(extract_cookies_to_jar)
       26    0.000    0.000    0.000    0.000 _urls.py:333(is_relative_url)
       26    0.000    0.000    0.000    0.000 <string>:2(__eq__)
       39    0.000    0.000    0.000    0.000 _synchronization.py:246(__exit__)
       13    0.000    0.000    0.000    0.000 _base_client.py:607(user_agent)
        2    0.000    0.000    0.003    0.002 client.py:224(parse_headers)
       18    0.000    0.000    0.000    0.000 url.py:332(_idna_encode)
       13    0.000    0.000    0.000    0.000 _writers.py:88(send_data)
       26    0.000    0.000    0.000    0.000 connection_pool.py:254(<listcomp>)
       13    0.000    0.000    0.000    0.000 _receivebuffer.py:147(is_next_line_obviously_invalid_request_line)
       13    0.000    0.000    0.000    0.000 _models.py:663(is_success)
       13    0.000    0.000    0.004    0.000 default.py:116(close)
       30    0.000    0.000    0.000    0.000 cookiejar.py:1135(return_ok_secure)
       13    0.000    0.000    0.005    0.000 _urls.py:341(copy_with)
        2    0.000    0.000    0.193    0.097 connection.py:192(_new_conn)
      131    0.000    0.000    0.000    0.000 parse.py:108(_noop)
       30    0.000    0.000    0.000    0.000 cookiejar.py:1141(return_ok_expires)
        2    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        2    0.000    0.000    0.003    0.001 parser.py:41(parse)
       59    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
       12    0.000    0.000    0.000    0.000 _base_client.py:1842(make_request_options)
        2    0.000    0.000    0.000    0.000 feedparser.py:137(__init__)
        8    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
       32    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
       24    0.000    0.000    0.000    0.000 <string>:1(<module>)
       26    0.000    0.000    0.000    0.000 connection.py:165(can_handle_request)
       36    0.000    0.000    0.000    0.000 _compat.py:109(get_model_config)
       13    0.000    0.000    0.000    0.000 connection_pool.py:265(<listcomp>)
       13    0.000    0.000    0.000    0.000 _client.py:370(_merge_url)
       13    0.000    0.000    0.000    0.000 {method 'close' of 'generator' objects}
       39    0.000    0.000    0.000    0.000 _models.py:93(enforce_stream)
        2    0.000    0.000    0.000    0.000 connectionpool.py:1050(_new_conn)
        2    0.000    0.000    0.003    0.002 parser.py:59(parsestr)
        2    0.000    0.000    0.004    0.002 utils.py:765(should_bypass_proxies)
        2    0.000    0.000    0.003    0.002 utils.py:114(proxy_bypass)
       20    0.000    0.000    0.000    0.000 utils.py:1045(_validate_header_part)
       13    0.000    0.000    0.001    0.000 __init__.py:183(dumps)
        4    0.000    0.000    0.001    0.000 cookiejar.py:1578(_cookies_from_attrs_set)
       13    0.000    0.000    0.000    0.000 _utils.py:309(sync_elapsed)
       85    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 models.py:658(__init__)
       26    0.000    0.000    0.000    0.000 _urlparse.py:359(validate_path)
        4    0.000    0.000    0.000    0.000 utils.py:838(select_proxy)
        2    0.000    0.000    0.000    0.000 feedparser.py:100(push)
       65    0.000    0.000    0.000    0.000 _trace.py:47(__enter__)
       14    0.000    0.000    0.000    0.000 __init__.py:1479(info)
       13    0.000    0.000    0.000    0.000 _headers.py:121(raw_items)
       18    0.000    0.000    0.001    0.000 _decoders.py:76(decode)
        6    0.000    0.000    0.000    0.000 cookiejar.py:81(_timegm)
       13    0.000    0.000    0.000    0.000 _base_client.py:529(_maybe_override_cast_to)
        2    0.000    0.000    0.000    0.000 utils.py:76(proxy_bypass_registry)
       14    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       12    0.000    0.000    0.011    0.001 _models.py:462(<listcomp>)
        2    0.000    0.000    0.001    0.000 ssl.py:1263(sendall)
       30    0.000    0.000    0.000    0.000 cookiejar.py:1114(return_ok_version)
        6    0.000    0.000    0.476    0.079 models.py:890(content)
        2    0.000    0.000    0.002    0.001 models.py:409(prepare_url)
        2    0.000    0.000    0.000    0.000 queue.py:34(__init__)
        1    0.000    0.000    0.000    0.000 parse.py:729(parse_qsl)
       16    0.000    0.000    0.000    0.000 <frozen _collections_abc>:790(items)
       13    0.000    0.000    0.000    0.000 connection.py:359(<genexpr>)
       13    0.000    0.000    0.000    0.000 _base_client.py:404(_remaining_retries)
        2    0.000    0.000    0.001    0.001 poolmanager.py:268(clear)
       12    0.000    0.000    0.000    0.000 typing_extensions.py:542(_allow_reckless_class_checks)
        2    0.000    0.000    0.000    0.000 request.py:2667(getproxies_registry)
       13    0.000    0.000    0.000    0.000 _client.py:762(_transport_for_url)
        1    0.000    0.000    0.000    0.000 _base_client.py:656(_calculate_retry_timeout)
       12    0.000    0.000    0.000    0.000 cookies.py:43(get_host)
       13    0.000    0.000    0.000    0.000 _writers.py:94(send_eom)
        2    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
       10    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
       13    0.000    0.000    0.000    0.000 _multipart.py:25(get_multipart_boundary_from_content_type)
        2    0.000    0.000    0.115    0.057 ssl.py:1372(do_handshake)
       34    0.000    0.000    0.000    0.000 _collections.py:291(__iter__)
        8    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
       39    0.000    0.000    0.000    0.000 _models.py:168(__init__)
       13    0.000    0.000    0.001    0.000 _base_client.py:546(_should_stream_response_body)
       82    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       30    0.000    0.000    0.001    0.000 cookiejar.py:1123(return_ok_verifiability)
       13    0.000    0.000    0.001    0.000 _content.py:182(encode_request)
        6    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
        2    0.000    0.000    0.002    0.001 client.py:957(close)
        8    0.000    0.000    0.001    0.000 cookiejar.py:983(set_ok_verifiability)
        2    0.000    0.000    0.000    0.000 ssl.py:566(set_alpn_protocols)
       78    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
       39    0.000    0.000    0.000    0.000 _client.py:297(cookies)
       13    0.000    0.000    0.000    0.000 _models.py:542(http_version)
        2    0.000    0.000    0.000    0.000 client.py:838(__init__)
        2    0.000    0.000    0.002    0.001 poolmanager.py:230(_new_pool)
       11    0.000    0.000    0.000    0.000 <frozen _collections_abc>:778(__contains__)
        2    0.000    0.000    0.000    0.000 _collections.py:143(clear)
        4    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
        2    0.000    0.000    0.173    0.086 client.py:1334(getresponse)
        2    0.000    0.000    0.002    0.001 poolmanager.py:331(connection_from_pool_key)
       26    0.000    0.000    0.000    0.000 connection_pool.py:262(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method today}
       13    0.000    0.000    0.000    0.000 _urls.py:231(netloc)
       30    0.000    0.000    0.000    0.000 cookiejar.py:1307(<lambda>)
       22    0.000    0.000    0.000    0.000 queue.py:251(_put)
       13    0.000    0.000    0.000    0.000 _client.py:118(__init__)
       45    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        4    0.000    0.000    0.002    0.001 feedparser.py:176(_call_parse)
       12    0.000    0.000    0.319    0.027 _transform.py:74(maybe_transform)
        2    0.000    0.000    0.002    0.001 connectionpool.py:986(__init__)
       12    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 _transcripts.py:119(build)
       43    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       52    0.000    0.000    0.000    0.000 _content.py:33(__iter__)
       22    0.000    0.000    0.000    0.000 queue.py:254(_get)
       12    0.000    0.000    0.000    0.000 _decoders.py:82(flush)
        2    0.000    0.000    0.000    0.000 response.py:1062(closed)
        2    0.000    0.000    0.000    0.000 _collections.py:102(__setitem__)
        2    0.000    0.000    0.001    0.000 _collections.py:242(__init__)
       44    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       13    0.000    0.000    0.000    0.000 threading.py:389(notify_all)
       13    0.000    0.000    0.000    0.000 connection_pool.py:350(__init__)
       13    0.000    0.000    0.000    0.000 _urls.py:157(password)
        2    0.000    0.000    0.000    0.000 {method 'Close' of 'PyHKEY' objects}
        2    0.000    0.000    0.995    0.497 sessions.py:593(get)
       26    0.000    0.000    0.000    0.000 request.py:360(data)
       52    0.000    0.000    0.000    0.000 default.py:66(map_httpcore_exceptions)
        2    0.000    0.000    0.000    0.000 feedparser.py:52(__init__)
       73    0.000    0.000    0.000    0.000 _types.py:125(__bool__)
        2    0.000    0.000    0.005    0.002 models.py:351(prepare)
        2    0.000    0.000    0.000    0.000 weakref.py:568(__init__)
       13    0.000    0.000    0.000    0.000 _client.py:154(auth_headers)
        1    0.000    0.000    0.001    0.001 sessions.py:390(__init__)
        1    0.000    0.000    0.196    0.196 _transcripts.py:283(fetch)
        4    0.000    0.000    0.000    0.000 cookies.py:358(update)
       38    0.000    0.000    0.000    0.000 _models.py:527(request)
       13    0.000    0.000    0.000    0.000 _urlparse.py:115(netloc)
       13    0.000    0.000    0.000    0.000 _utils.py:303(sync_start)
       13    0.000    0.000    0.000    0.000 {method 'span' of 're.Match' objects}
       66    0.000    0.000    0.000    0.000 {method 'strip' of 'bytes' objects}
       12    0.000    0.000    0.000    0.000 _readers.py:149(__init__)
        2    0.000    0.000    0.000    0.000 connection.py:513(__init__)
        2    0.000    0.000    0.002    0.001 adapters.py:446(get_connection_with_tls_context)
        4    0.000    0.000    0.001    0.000 <frozen genericpath>:16(exists)
        1    0.000    0.000    0.010    0.010 _transcripts.py:351(parse)
        8    0.000    0.000    0.001    0.000 cookiejar.py:1004(set_ok_path)
       36    0.000    0.000    0.000    0.000 _utils.py:258(<genexpr>)
        2    0.000    0.000    0.000    0.000 client.py:248(__init__)
        2    0.000    0.000    0.000    0.000 adapters.py:202(__init__)
        4    0.000    0.000    0.000    0.000 ssl.py:732(verify_mode)
        2    0.000    0.000    0.000    0.000 retry.py:198(__init__)
       13    0.000    0.000    0.000    0.000 _base_client.py:619(platform_headers)
       59    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        8    0.000    0.000    0.000    0.000 connection.py:163(host)
        1    0.000    0.000    1.046    1.046 video.py:52(get_transcript)
        2    0.000    0.000    0.000    0.000 adapters.py:90(_urllib3_request_context)
       13    0.000    0.000    0.000    0.000 _urls.py:166(host)
        4    0.000    0.000    0.000    0.000 url.py:100(__new__)
       45    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       20    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        6    0.000    0.000    0.000    0.000 url.py:326(<listcomp>)
        2    0.000    0.000    0.002    0.001 url.py:351(_encode_target)
       41    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
       22    0.000    0.000    0.000    0.000 cookiejar.py:926(is_blocked)
       10    0.000    0.000    0.000    0.000 utils.py:1034(check_header_validity)
       13    0.000    0.000    0.000    0.000 _models.py:48(enforce_url)
       12    0.000    0.000    0.000    0.000 _response.py:318(read)
       13    0.000    0.000    0.000    0.000 _headers.py:271(has_expect_100_continue)
       12    0.000    0.000    0.000    0.000 _models.py:197(<listcomp>)
       26    0.000    0.000    0.000    0.000 _base_client.py:611(base_url)
       12    0.000    0.000    0.000    0.000 cookies.py:46(get_origin_req_host)
        1    0.000    0.000    0.000    0.000 _base_client.py:622(_parse_retry_after_header)
       12    0.000    0.000    0.000    0.000 cookies.py:90(unverifiable)
        2    0.000    0.000    0.000    0.000 utils.py:514(_parse_content_type_header)
       13    0.000    0.000    0.000    0.000 connection.py:173(is_available)
        2    0.000    0.000    0.000    0.000 poolmanager.py:200(__init__)
       13    0.000    0.000    0.000    0.000 request.py:405(add_unredirected_header)
       13    0.000    0.000    0.000    0.000 http11.py:332(__init__)
       13    0.000    0.000    0.000    0.000 _events.py:247(__post_init__)
       13    0.000    0.000    0.000    0.000 connection_pool.py:21(assign_to_connection)
        2    0.000    0.000    0.003    0.001 weakref.py:585(__call__)
       26    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       26    0.000    0.000    0.000    0.000 _urlparse.py:332(normalize_port)
       13    0.000    0.000    0.000    0.000 _urls.py:132(raw_scheme)
       28    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
       26    0.000    0.000    0.000    0.000 connection.py:312(<genexpr>)
       13    0.000    0.000    0.000    0.000 _config.py:254(as_dict)
        2    0.000    0.000    0.000    0.000 ssl.py:740(verify_mode)
       13    0.000    0.000    0.000    0.000 _synchronization.py:283(set)
        1    0.000    0.000   24.191   24.191 summary.py:16(summarize)
       12    0.000    0.000    0.000    0.000 cookies.py:94(origin_req_host)
        1    0.000    0.000    0.846    0.846 _api.py:18(list_transcripts)
       15    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        2    0.000    0.000    0.001    0.001 socket.py:495(_real_close)
        2    0.000    0.000    0.000    0.000 response.py:118(__init__)
        2    0.000    0.000    0.000    0.000 socket.py:769(close)
        2    0.000    0.000    0.000    0.000 adapters.py:546(request_url)
        2    0.000    0.000    0.002    0.001 cookies.py:140(get_cookie_header)
        2    0.000    0.000    0.000    0.000 models.py:258(__init__)
       30    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
       13    0.000    0.000    0.000    0.000 _models.py:702(get_max_retries)
        1    0.000    0.000    0.000    0.000 video.py:9(extract_youtube_video_id)
       26    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        2    0.000    0.000    0.002    0.001 poolmanager.py:277(connection_from_host)
        2    0.000    0.000    0.000    0.000 utils.py:539(get_encoding_from_headers)
       30    0.000    0.000    0.000    0.000 cookiejar.py:1147(return_ok_port)
        2    0.000    0.000    0.000    0.000 message.py:243(get_payload)
       25    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        2    0.000    0.000    0.002    0.001 poolmanager.py:306(connection_from_context)
        2    0.000    0.000    0.000    0.000 connection.py:133(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.pow}
        2    0.000    0.000    0.000    0.000 feedparser.py:195(_new_message)
        2    0.000    0.000    0.000    0.000 models.py:494(prepare_body)
        2    0.000    0.000    0.000    0.000 connection.py:290(putrequest)
       12    0.000    0.000    0.000    0.000 _models.py:567(content)
        2    0.000    0.000    0.309    0.155 connectionpool.py:1091(_validate_conn)
       16    0.000    0.000    0.000    0.000 <frozen _collections_abc>:812(__init__)
       24    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       13    0.000    0.000    0.000    0.000 _status_codes.py:50(is_success)
       15    0.000    0.000    0.000    0.000 client.py:1011(_output)
       13    0.000    0.000    0.000    0.000 _headers.py:105(__bool__)
        2    0.000    0.000    0.000    0.000 socket.py:680(__init__)
        4    0.000    0.000    0.000    0.000 cookies.py:542(merge_cookies)
        4    0.000    0.000    0.000    0.000 response.py:724(_error_catcher)
       16    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        2    0.000    0.000    0.000    0.000 feedparser.py:69(close)
        2    0.000    0.000    0.000    0.000 response.py:437(_init_decoder)
        4    0.000    0.000    0.000    0.000 timeout.py:188(clone)
        2    0.000    0.000    0.115    0.058 ssl.py:511(wrap_socket)
        6    0.000    0.000    0.000    0.000 cookiejar.py:459(strip_quotes)
        2    0.000    0.000    0.000    0.000 utils.py:1018(get_auth_from_url)
       13    0.000    0.000    0.000    0.000 connection_pool.py:270(<listcomp>)
       26    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BytesIO' objects}
